,CROP TYPES,LIVESTOCK,DISEASE AND PEST OUTBREAKS,WATER
2004-08-01,62.19839142091153,26.988382484361033,9.294012511170688,1.519213583556747
2004-09-01,71.18847539015606,19.207683073229294,8.043217286914766,1.56062424969988
2004-10-01,83.43373493975903,10.090361445783133,5.496987951807228,0.9789156626506025
2004-11-01,47.154929577464785,45.07042253521127,6.591549295774649,1.1830985915492958
2004-12-01,58.28746177370031,23.853211009174313,14.984709480122325,2.874617737003058
2005-01-01,69.48324022346368,21.089385474860336,8.310055865921788,1.1173184357541899
2005-02-01,73.44890510948905,19.06934306569343,3.5583941605839415,3.923357664233577
2005-03-01,61.5625,23.59375,12.34375,2.5
2005-04-01,74.25816023738872,19.881305637982198,4.376854599406528,1.483679525222552
2005-05-01,59.59271168274384,31.72561629153269,7.82422293676313,0.857449088960343
2005-06-01,77.40986019131715,14.937454010301693,6.181015452538632,1.4716703458425313
2005-07-01,76.51072124756335,14.230019493177387,6.432748538011696,2.8265107212475633
2005-08-01,67.19524281466799,21.407333994053516,10.901883052527255,0.4955401387512388
2005-09-01,82.02764976958525,12.376563528637261,4.871626069782751,0.7241606319947334
2005-10-01,60.76555023923444,21.052631578947366,16.686602870813395,1.4952153110047848
2005-11-01,69.35483870967742,19.032258064516128,7.096774193548387,4.516129032258064
2005-12-01,56.97343453510436,27.08728652751423,12.191650853889943,3.747628083491461
2006-01-01,77.83350050150452,14.343029087261785,6.318956870611836,1.5045135406218655
2006-02-01,45.16471838469713,33.54587318455543,18.845200141693233,2.4442082890541976
2006-03-01,66.49484536082474,18.814432989690722,8.762886597938143,5.927835051546391
2006-04-01,50.52816901408451,30.01760563380282,17.95774647887324,1.4964788732394365
2006-05-01,57.23684210526315,29.057017543859647,12.5,1.2061403508771928
2006-06-01,64.19185282522996,20.893561103810775,13.863337713534824,1.0512483574244416
2006-07-01,71.7463848720801,11.846496106785317,8.954393770856507,7.452725250278086
2006-08-01,41.217634709587124,28.621413575927225,28.06158152554234,2.099370188943317
2006-09-01,61.55555555555555,24.0,12.555555555555555,1.8888888888888888
2006-10-01,59.41278065630398,21.848013816925736,11.744386873920552,6.994818652849741
2006-11-01,50.663129973474796,34.04067197170645,14.146772767462423,1.1494252873563218
2006-12-01,48.12112367748997,35.64392557460781,11.528639182780006,4.706311565122219
2007-01-01,55.654761904761905,26.785714285714285,16.815476190476193,0.744047619047619
2007-02-01,65.98860862489829,23.840520748576076,7.241659886086249,2.9292107404393817
2007-03-01,66.02282704126426,20.54433713784021,12.291483757682178,1.141352063213345
2007-04-01,61.241379310344826,29.931034482758623,7.1724137931034475,1.6551724137931034
2007-05-01,43.75,41.03915662650602,9.036144578313253,6.174698795180722
2007-06-01,49.54389965792475,31.870011402508553,17.388825541619156,1.1972633979475484
2007-07-01,24.748040313549833,60.02239641657335,7.278835386338185,7.950727883538635
2007-08-01,52.324431256182,33.92680514342236,10.583580613254204,3.165182987141444
2007-09-01,73.8498789346247,14.164648910411623,11.138014527845035,0.847457627118644
2007-10-01,55.177020708082836,25.985303941215765,17.969271877087508,0.8684034736138945
2007-11-01,59.635416666666664,30.164930555555557,8.76736111111111,1.4322916666666665
2007-12-01,52.73833671399595,24.746450304259636,19.134550371872887,3.3806626098715347
2008-01-01,53.58649789029536,30.37974683544304,14.345991561181433,1.6877637130801686
2008-02-01,46.65676077265973,39.22734026745914,12.332838038632987,1.7830609212481425
2008-03-01,41.46981627296588,30.971128608923888,10.892388451443571,16.666666666666664
2008-04-01,55.53539019963702,28.85662431941924,13.248638838475499,2.35934664246824
2008-05-01,40.72512647554806,43.76053962900506,11.804384485666104,3.709949409780776
2008-06-01,50.70558050032072,28.35150737652341,12.989095574085951,7.953816549069917
2008-07-01,67.99276672694394,18.71609403254973,10.759493670886076,2.5316455696202533
2008-08-01,34.377510040160644,36.94779116465863,28.514056224899598,0.1606425702811245
2008-09-01,41.97402597402598,37.506493506493506,5.5064935064935066,15.012987012987015
2008-10-01,49.59481361426256,35.65640194489465,11.345218800648297,3.403565640194489
2008-11-01,44.8642266824085,29.161747343565526,24.20306965761511,1.770956316410862
2008-12-01,37.76393215645552,43.129110418830045,15.160955347871235,3.9460020768431985
2009-01-01,56.077904633982534,25.52048354600403,7.723304231027535,10.678307588985897
2009-02-01,31.105610561056107,35.396039603960396,13.283828382838283,20.214521452145213
2009-03-01,40.327380952380956,35.267857142857146,19.791666666666664,4.613095238095238
2009-04-01,50.84427767354597,36.210131332082554,9.00562851782364,3.9399624765478425
2009-05-01,74.63026166097838,18.885096700796357,5.1194539249146755,1.3651877133105803
2009-06-01,82.58706467661692,9.879175550817342,6.467661691542288,1.0660980810234542
2009-07-01,83.73205741626795,8.660287081339712,3.971291866028708,3.6363636363636362
2009-08-01,51.25148986889154,31.227651966626937,10.131108462455304,7.389749702026221
2009-09-01,57.747543461829174,35.298563869992435,4.00604686318972,2.947845804988662
2009-10-01,49.621212121212125,28.59848484848485,18.181818181818183,3.5984848484848486
2009-11-01,52.44755244755245,37.816030123722435,7.9612694997310385,1.7751479289940828
2009-12-01,57.606679035250465,26.02040816326531,11.73469387755102,4.638218923933209
2010-01-01,57.99031476997578,29.418886198547217,9.443099273607748,3.14769975786925
2010-02-01,64.91803278688525,22.78688524590164,4.2622950819672125,8.032786885245901
2010-03-01,45.11023176936122,33.12605992085924,18.88072357263991,2.882984737139627
2010-04-01,46.656976744186046,34.30232558139535,16.71511627906977,2.3255813953488373
2010-05-01,78.4639746634996,14.172604908946951,6.413301662707839,0.9501187648456058
2010-06-01,30.847803881511748,45.658835546476,17.67109295199183,5.822267620020429
2010-07-01,68.72985170857511,19.729206963249517,9.413281753707285,2.127659574468085
2010-08-01,73.51485148514851,19.389438943894387,4.537953795379538,2.557755775577558
2010-09-01,54.67289719626168,24.065420560747665,17.289719626168225,3.9719626168224296
2010-10-01,45.16889238020424,47.604084838963075,4.08483896307934,3.1421838177533385
2010-11-01,45.6551724137931,29.931034482758623,18.758620689655174,5.655172413793103
2010-12-01,31.27147766323024,39.63344788087056,25.31500572737686,3.7800687285223367
2011-01-01,36.58838071693449,45.73547589616811,13.349814585908529,4.326328800988875
2011-02-01,24.623115577889447,53.14070351758794,15.7035175879397,6.532663316582915
2011-03-01,47.73869346733669,33.41708542713568,12.814070351758794,6.030150753768844
2011-04-01,63.220494053064954,24.2451967063129,6.953339432753888,5.580969807868252
2011-05-01,74.24731182795699,16.344086021505376,5.32258064516129,4.086021505376344
2011-06-01,74.90537471612416,11.355034065102195,6.510219530658593,7.229371688115065
2011-07-01,47.159090909090914,32.38636363636363,14.0625,6.392045454545454
2011-08-01,64.90641711229947,27.406417112299465,3.6096256684491976,4.077540106951872
2011-09-01,38.967971530249116,52.84697508896797,7.11743772241993,1.0676156583629894
2011-10-01,69.6442089326268,18.925056775170326,6.131718395155185,5.299015897047691
2011-11-01,67.01112877583466,17.40858505564388,7.94912559618442,7.631160572337042
2011-12-01,54.47761194029851,23.71475953565506,18.822553897180764,2.9850746268656714
2012-01-01,42.0911528150134,52.949061662198396,4.021447721179625,0.938337801608579
2012-02-01,46.42166344294004,44.48742746615087,7.7369439071566735,1.3539651837524178
2012-03-01,43.100511073253834,24.190800681431003,11.286201022146509,21.422487223168655
2012-04-01,79.01234567901234,13.200379867046532,3.89363722697056,3.89363722697056
2012-05-01,61.52934202726734,26.496739774748075,8.29875518672199,3.6751630112625966
2012-06-01,52.815699658703075,31.74061433447099,13.395904436860068,2.04778156996587
2012-07-01,52.31586940015186,38.496583143507976,6.150341685649203,3.037205770690964
2012-08-01,58.187134502923975,19.883040935672515,21.637426900584796,0.29239766081871343
2012-09-01,66.37478108581436,32.399299474605954,0.7005253940455342,0.5253940455341506
2012-10-01,80.66298342541437,14.52249408050513,1.1838989739542225,3.6306235201262824
2012-11-01,41.90231362467866,34.318766066838045,17.994858611825194,5.784061696658098
2012-12-01,43.92956441149212,33.92029657089898,16.774791473586653,5.375347544022243
2013-01-01,86.40377901006366,10.659272951324708,1.0063668104333539,1.9305812281782706
2013-02-01,40.51222351571595,37.60186263096624,19.20838183934808,2.6775320139697323
2013-03-01,73.08629936616285,19.84397854705022,3.5104826913700635,3.5592393954168697
2013-04-01,58.6405529953917,32.94930875576037,5.990783410138248,2.4193548387096775
2013-05-01,65.75212866603594,19.01608325449385,10.690633869441816,4.541154210028382
2013-06-01,50.63583815028901,34.50867052023121,12.774566473988438,2.0809248554913293
2013-07-01,52.589641434262944,34.26294820717131,10.95617529880478,2.1912350597609564
2013-08-01,65.42404473438957,24.976700838769805,6.290773532152842,3.308480894687791
2013-09-01,79.61956521739131,14.945652173913043,4.3478260869565215,1.0869565217391304
2013-10-01,64.0,25.09090909090909,3.909090909090909,7.000000000000001
2013-11-01,58.058375634517766,31.218274111675125,7.741116751269035,2.982233502538071
2013-12-01,67.71406127258444,24.16863053155276,3.377847604084839,4.739460591777952
2014-01-01,78.62385321100918,15.275229357798164,3.1651376146788994,2.9357798165137616
2014-02-01,58.597502401536985,27.473583093179638,10.086455331412104,3.842459173871278
2014-03-01,33.12320916905444,38.99713467048711,5.042979942693409,22.836676217765042
2014-04-01,75.09405568096314,19.337848006019563,3.310759969902182,2.2573363431151243
2014-05-01,74.10008779631255,15.627743634767342,6.145741878841089,4.1264266900790165
2014-06-01,64.04365307294658,21.424468696151635,11.832280298678919,2.6995979322228605
2014-07-01,58.67816091954023,23.448275862068964,13.160919540229884,4.712643678160919
2014-08-01,64.56692913385827,26.509186351706038,5.118110236220472,3.805774278215223
2014-09-01,87.6923076923077,6.573426573426573,2.5174825174825175,3.2167832167832167
2014-10-01,63.84764364105875,26.11362169141381,6.939961265332473,3.0987734021949644
2014-11-01,61.81818181818181,28.888888888888886,9.292929292929292,0.0
2014-12-01,56.36978579481398,22.886133032694474,16.1217587373168,4.6223224351747465
2015-01-01,35.55555555555556,40.59259259259259,20.74074074074074,3.111111111111111
2015-02-01,45.60669456066946,45.467224546722456,5.788005578800558,3.1380753138075312
2015-03-01,74.36681222707423,18.820960698689955,3.5807860262008733,3.2314410480349345
2015-04-01,76.80467091295117,15.180467091295116,4.617834394904459,3.397027600849257
2015-05-01,19.63470319634703,54.337899543378995,16.43835616438356,9.58904109589041
2015-06-01,74.26470588235294,18.042986425339365,3.4502262443438916,4.242081447963801
2015-07-01,36.203759854457246,45.906610066707096,13.947847180109157,3.9417828987265007
2015-08-01,41.31578947368421,38.55263157894736,12.368421052631579,7.7631578947368425
2015-09-01,37.84355179704017,40.169133192389005,12.684989429175475,9.30232558139535
2015-10-01,44.70588235294118,45.41176470588235,9.176470588235293,0.7058823529411765
2015-11-01,53.484320557491294,28.745644599303137,13.066202090592336,4.70383275261324
2015-12-01,24.30340557275542,50.54179566563467,21.594427244582043,3.560371517027864
2016-01-01,70.64748201438849,23.52517985611511,4.676258992805756,1.1510791366906474
2016-02-01,46.4940668824164,27.72384034519957,15.965480043149945,9.816612729234087
2016-03-01,28.272251308900525,17.748691099476442,3.717277486910995,50.26178010471204
2016-04-01,63.52941176470588,32.41830065359477,3.5294117647058822,0.522875816993464
2016-05-01,20.569620253164558,62.65822784810127,15.50632911392405,1.2658227848101267
2016-06-01,35.41977148534526,58.02285146547441,3.6264282165921506,2.930948832588177
2016-07-01,51.54440154440154,33.397683397683394,9.845559845559846,5.212355212355212
2016-08-01,20.71156289707751,50.82592121982211,23.37992376111817,5.082592121982211
2016-09-01,67.4074074074074,27.40740740740741,3.7037037037037033,1.4814814814814816
2016-10-01,66.85927940176751,24.23521414004079,4.588715159755268,4.316791298436438
2016-11-01,44.27860696517413,38.80597014925373,13.681592039800993,3.233830845771144
2016-12-01,57.41239892183289,24.258760107816713,12.668463611859837,5.660377358490567
2017-01-01,32.158590308370044,54.62555066079295,10.308370044052863,2.907488986784141
2017-02-01,53.97111913357401,37.725631768953065,7.581227436823104,0.7220216606498195
2017-03-01,30.217669654289374,37.900128040973115,29.961587708066585,1.9206145966709345
2017-04-01,34.78260869565217,54.15995705850778,10.735373054213634,0.322061191626409
2017-05-01,64.08209806157355,22.91904218928164,5.245153933865451,7.753705815279361
2017-06-01,71.69811320754717,21.403301886792452,2.2995283018867925,4.599056603773585
2017-07-01,55.317679558011044,37.63812154696133,5.593922651933702,1.4502762430939227
2017-08-01,47.744360902255636,15.413533834586465,11.278195488721805,25.563909774436087
2017-09-01,65.89861751152074,25.34562211981567,6.451612903225806,2.3041474654377883
2017-10-01,30.081300813008134,56.09756097560976,13.414634146341465,0.40650406504065045
2017-11-01,69.16167664670658,19.16167664670659,5.688622754491018,5.9880239520958085
2017-12-01,52.21518987341772,30.590717299578056,8.544303797468354,8.649789029535865
2018-01-01,56.68276972624798,29.307568438003223,3.542673107890499,10.466988727858293
2018-02-01,36.899365367180415,48.23209428830462,8.612873980054397,6.255666364460562
2018-03-01,33.969986357435204,39.2905866302865,24.556616643929058,2.1828103683492497
2018-04-01,22.130584192439862,57.0446735395189,20.274914089347078,0.5498281786941581
2018-05-01,46.2200956937799,38.56459330143541,11.38755980861244,3.827751196172249
2018-06-01,43.58084663428175,37.543372657876475,12.838306731436502,6.037473976405274
2018-07-01,38.118410381184106,31.549067315490674,23.195458231954582,7.1370640713706415
2018-08-01,61.37071651090342,26.375908618899274,9.865005192107997,2.3883696780893042
2018-09-01,13.940256045519202,53.62731152204836,17.63869132290185,14.793741109530584
2018-10-01,33.181299885974916,40.250855188141394,21.664766248574686,4.903078677309008
2018-11-01,36.57142857142857,45.07142857142858,8.928571428571429,9.428571428571429
2018-12-01,64.7424511545293,17.317939609236234,8.259325044404973,9.680284191829484
2019-01-01,50.25380710659898,38.83248730964467,9.390862944162437,1.5228426395939088
2019-02-01,25.822007891275756,52.12626041209995,20.21043402016659,1.841297676457694
2019-03-01,45.9053343350864,33.65890308039069,13.298271975957926,7.137490608564989
2019-04-01,35.241502683363144,41.681574239713775,22.182468694096602,0.8944543828264758
2019-05-01,32.67033432077867,50.402031316123576,13.499788404570461,3.427845958527296
2019-06-01,62.34110169491526,26.11228813559322,8.36864406779661,3.1779661016949152
2019-07-01,25.81786030061892,37.2236958443855,30.41556145004421,6.542882404951371
2019-08-01,55.41740674955595,24.68916518650089,16.25222024866785,3.641207815275311
2019-09-01,59.251968503937,25.196850393700785,15.354330708661418,0.19685039370078738
2019-10-01,51.45278450363197,31.59806295399516,14.709443099273608,2.2397094430992737
2019-11-01,27.460629921259844,51.77165354330708,16.043307086614174,4.724409448818897
2019-12-01,22.434565849605317,68.42542584129622,7.51973410884919,1.6202742002492732
2020-01-01,18.181818181818183,54.54545454545454,9.090909090909092,18.181818181818183
2020-02-01,0.0,85.08771929824562,0.0,14.912280701754385
2020-03-01,36.36363636363637,18.181818181818183,45.45454545454545,0.0
2020-04-01,,,,
2020-05-01,100.0,0.0,0.0,0.0
2020-06-01,8.821855435401252,73.81900967558337,17.188389299943086,0.1707455890722823
2020-07-01,44.0,28.799999999999997,0.8,26.400000000000002
2020-08-01,,,,
2020-09-01,,,,
2020-10-01,71.42857142857143,4.761904761904762,19.047619047619047,4.761904761904762
